player_id,first_name,last_name,birthdate,school,country,height,weight,season_experience,jersey_number,roster_status,start_year,end_year,draft_year
2032,Darius,Miles,1981-10-09,East St. Louis HS (IL),USA,6-9,235,8,3,Inactive,2000,2008,2000
2034,Mike,Miller,1980-02-19,Florida,USA,6-8,218,18,3,Inactive,2000,2016,2000
2035,DerMarr,Johnson,1980-05-05,Cincinnati,USA,6-9,210,8,1,Inactive,2000,2007,2000
2037,Jamal,Crawford,1980-03-20,Michigan,USA,6-5,200,21,1,Inactive,2000,2019,2000
2038,Joel,Przybilla,1979-10-10,Minnesota,USA,7-1,245,14,10,Inactive,2000,2012,2000
2039,Keyon,Dooling,1980-05-08,Missouri,USA,6-3,195,14,55,Inactive,2000,2012,2000
2041,Etan,Thomas,1978-04-01,Syracuse,USA,6-10,260,10,36,Inactive,2001,2010,2000
2044,Jason,Collier,1977-09-08,Georgia Tech,USA,7-0,260,6,40,Inactive,2000,2004,2000
2045,Hedo,Turkoglu,1979-03-19,Efes Pilsen,Turkey,6-10,220,15,15,Inactive,2000,2014,2000
2047,Quentin,Richardson,1980-04-13,DePaul,USA,6-6,228,14,55,Inactive,2000,2012,2000
2049,Speedy,Claxton,1978-05-08,Hofstra,USA,5-11,170,8,12,Inactive,2001,2008,2000
2052,DeShawn,Stevenson,1981-04-03,Washington Union HS (CA),USA,6-5,218,14,92,Inactive,2000,2012,2000
2053,Dalibor,Bagaric,1980-07-02,Benston Zagreb,Croatia,7-1,290,4,11,Inactive,2000,2002,2000
2054,Jake,Tsakalidis,1979-06-10,AEK Athens,Greece,7-2,290,8,25,Inactive,2000,2006,2000
2055,Mamadou,N'diaye,1975-06-16,Auburn,Senegal,7-0,255,6,34,Inactive,2000,2004,2000
2056,Primoz,Brezec,1979-10-02,Union Olimpija,Slovenia,7-1,255,9,9,Inactive,2001,2009,2000
2057,Erick,Barkley,1978-02-21,St. John's (NY),USA,6-1,185,3,1,Inactive,2000,2002,2000
2059,Eduardo,Najera,1976-07-11,Oklahoma,Mexico,6-8,235,13,21,Inactive,2000,2011,2000
2060,Marko,Jaric,1978-12-10,Virtus Bologna,Serbia,6-7,224,8,55,Inactive,2002,2008,2000
2063,Jake,Voskuhl,1977-11-01,Connecticut,USA,6-11,255,10,77,Inactive,2000,2008,2000
2064,Khalid,El-Amin,1979-04-25,Connecticut,USA,5-10,200,2,11,Inactive,2000,2002,2000
2065,Mike,Smith,1976-04-15,Louisiana-Monroe,USA,6-8,195,2,40,Inactive,2000,2000,2000
2067,Eddie,House,1978-05-14,Arizona State,USA,6-1,190,12,55,Inactive,2000,2010,2000
2068,Lavor,Postell,1978-02-26,St. John's (NY),USA,6-5,215,4,7,Inactive,2000,2002,2000
2069,Hanno,Mottola,1976-09-09,Utah,Finland,6-11,247,2,13,Inactive,2000,2001,2000
2072,Michael,Redd,1979-08-24,Ohio State,USA,6-6,215,13,22,Inactive,2000,2011,2000
2073,Brian,Cardinal,1977-05-02,Purdue,USA,6-8,240,13,35,Inactive,2000,2011,2000
2074,Jabari,Smith,1977-02-12,Louisiana State,USA,6-11,250,5,55,Inactive,2000,2004,2000
2080,Igor,Rakocevic,1978-03-29,Buducnost,Serbia,6-2,184,2,36,Inactive,2002,2002,2000
2082,Dan,McClintock,1977-04-19,Northern Arizona,USA,7-0,270,1,50,Inactive,2000,2000,2000
2084,Chris,Porter,1978-05-09,Auburn,USA,6-7,218,1,4,Inactive,2000,2000,2000
2091,Daniel,Santiago,1976-06-24,St. Vincent,Puerto Rico,7-1,256,5,15,Inactive,2000,2004,0
2098,Slava,Medvedenko,1979-04-04,Kyiv,Ukraine,6-10,253,8,3,Inactive,2000,2006,0
2101,Paul,McPherson,1978-07-03,DePaul,USA,6-4,210,1,23,Inactive,2000,2000,0
2106,Ruben,Wolkowyski,1973-09-30,Estudiantes de Olavarria,Argentina,6-10,275,2,45,Inactive,2000,2002,0
2124,Malik,Allen,1978-06-27,Villanova,USA,6-10,255,11,35,Inactive,2001,2010,0
2128,David,Vanterpool,1973-03-21,St. Bonaventure,USA,6-5,200,1,22,Inactive,2000,2000,0
2143,Pepe,Sanchez,1977-05-08,Temple,Argentina,6-4,195,2,6,Inactive,2000,2002,0
2173,Sean,Colson,1975-07-01,North Carolina-Charlotte,USA,6-0,175,2,3,Inactive,2000,2002,0
2198,Kwame,Brown,1982-03-10,Glynn Academy HS (GA),USA,6-11,290,13,54,Inactive,2001,2012,2001
2199,Tyson,Chandler,1982-10-02,Dominguez HS (CA),USA,7-0,235,20,6,Inactive,2001,2019,2001
2200,Pau,Gasol,1980-07-06,FC Barcelona,Spain,7-0,250,19,16,Inactive,2001,2018,2001
2202,Jason,Richardson,1981-01-20,Michigan State,USA,6-6,225,14,23,Inactive,2001,2014,2001
2203,Shane,Battier,1978-09-09,Duke,USA,6-8,220,13,31,Inactive,2001,2013,2001
2206,Rodney,White,1980-06-28,North Carolina-Charlotte,USA,6-9,230,5,3,Inactive,2001,2004,2001
2209,Vladimir,Radmanovic,1980-11-19,FMP,Serbia,6-10,235,13,77,Inactive,2001,2012,2001
2212,Steven,Hunter,1981-10-31,DePaul,USA,7-0,240,9,45,Inactive,2001,2009,2001
2213,Kirk,Haston,1979-03-10,Indiana,USA,6-9,242,3,35,Inactive,2001,2002,2001
2214,Michael,Bradley,1979-04-18,Villanova,USA,6-10,245,5,5,Inactive,2001,2005,2001
2215,Jason,Collins,1978-12-02,Stanford,USA,7-0,255,13,98,Inactive,2001,2013,2001
2216,Zach,Randolph,1981-07-16,Michigan State,USA,6-9,250,18,50,Inactive,2001,2017,2001
2217,Brendan,Haywood,1979-11-27,North Carolina,USA,7-0,263,13,33,Inactive,2001,2014,2001
2218,Joseph,Forte,1981-03-23,North Carolina,USA,6-4,194,3,40,Inactive,2001,2002,2001
2219,Jeryl,Sasser,1979-02-13,Southern Methodist,USA,6-6,200,3,5,Inactive,2001,2002,2001
2220,Brandon,Armstrong,1980-06-16,Pepperdine,USA,6-5,185,4,1,Inactive,2001,2003,2001
2222,Gerald,Wallace,1982-07-23,Alabama,USA,6-7,220,15,45,Inactive,2001,2014,2001
2225,Tony,Parker,1982-05-17,Paris Basket Racing,France,6-2,185,19,9,Inactive,2001,2018,2001
2229,Mike,James,1975-06-23,Duquesne,USA,6-2,188,12,8,Inactive,2001,2013,0
2230,Maurice,Evans,1978-11-08,Texas,USA,6-5,220,10,6,Inactive,2001,2011,0
2237,Ratko,Varda,1979-05-06,Partizan,Bosnia and Herzegovina,7-1,265,2,50,Inactive,2001,2002,0
2240,Gilbert,Arenas,1982-01-06,Arizona,USA,6-4,215,12,10,Inactive,2001,2011,2001
2243,Brian,Scalabrine,1978-03-18,Southern California,USA,6-9,235,12,24,Inactive,2001,2011,2001
2244,Jeff,Trepagnier,1979-07-11,USC,USA,6-4,200,4,4,Inactive,2001,2003,2001
2248,Earl,Watson,1979-06-12,UCLA,USA,6-1,199,13,17,Inactive,2001,2013,2001
2250,Bobby,Simmons,1980-06-02,DePaul,USA,6-6,235,11,21,Inactive,2001,2011,2001
2254,Loren,Woods,1978-06-21,Arizona,USA,7-2,260,7,33,Inactive,2001,2007,2001
2257,Ruben,Boumtje-Boumtje,1978-05-20,Georgetown,USA,7-0,257,4,44,Inactive,2001,2003,2001
2264,Alvin,Jones,1978-09-09,Georgia Tech,USA,6-11,265,2,42,Inactive,2001,2002,2001
2306,Carlos,Arroyo,1979-07-30,Florida International,Puerto Rico,6-2,200,10,45,Inactive,2001,2010,0
2321,Paul,Shirley,1977-12-23,Iowa State,USA,6-10,230,4,17,Inactive,2002,2004,0
2343,Joe,Crispin,1979-07-18,Penn State,USA,6-0,185,2,11,Inactive,2001,2001,0
2347,Tang,Hamilton,1978-05-26,Mississippi State,USA,6-8,205,2,5,Inactive,2001,2002,0
2349,Victor,Alexander,1969-08-31,Iowa State,USA,6-10,265,5,9,Inactive,1991,2001,1991
2351,Oscar,Torres,1976-12-18,Trotamundos,Venezuela,6-6,210,2,18,Inactive,2001,2002,0
2352,Dean,Oliver,1978-11-05,Iowa,USA,5-11,175,2,2,Inactive,2001,2002,0
2397,Yao,Ming,1980-09-12,Shanghai,China,7-6,310,9,11,Inactive,2002,2010,2002
2398,Jay,Williams,1981-09-10,Duke,USA,6-2,195,1,22,Inactive,2002,2002,2002
2399,Mike,Dunleavy,1980-09-15,Duke,USA,6-9,230,16,34,Inactive,2002,2016,2002
2400,Drew,Gooden,1981-09-24,Kansas,USA,6-10,250,15,90,Inactive,2002,2015,2002
2401,Nikoloz,Tskitishvili,1983-04-14,Benetton Treviso,Georgia,7-0,225,5,15,Inactive,2002,2005,2002
2404,Chris,Wilcox,1982-09-03,Maryland,USA,6-10,235,12,44,Inactive,2002,2012,2002
2405,Amar'e,Stoudemire,1982-11-16,Cypress Creek HS (FL),USA,6-10,245,15,5,Inactive,2002,2015,2002
2406,Caron,Butler,1980-03-13,Connecticut,USA,6-7,228,15,31,Inactive,2002,2015,2002
2407,Jared,Jeffries,1981-11-25,Indiana,USA,6-11,240,12,1,Inactive,2002,2012,2002
2408,Melvin,Ely,1978-05-02,Fresno State,USA,6-10,260,9,4,Inactive,2002,2013,2002
2410,Fred,Jones,1979-03-11,Oregon,USA,6-2,225,8,2,Inactive,2002,2008,2002
2411,Bostjan,Nachbar,1980-07-03,Benetton Treviso,Slovenia,6-9,221,7,7,Inactive,2002,2007,2002
2412,Jiri,Welsch,1980-01-27,Union Olimpija,Czech Republic,6-7,208,4,44,Inactive,2002,2005,2002
2417,Qyntel,Woods,1981-02-16,Northeast Mississippi CC,USA,6-8,220,4,6,Inactive,2002,2005,2002
2418,Casey,Jacobsen,1981-03-19,Stanford,USA,6-6,215,5,23,Inactive,2002,2007,2002
2419,Tayshaun,Prince,1980-02-28,Kentucky,USA,6-9,212,15,12,Inactive,2002,2015,2002
2420,Nenad,Krstic,1983-07-25,Partizan,Serbia,7-0,240,8,4,Inactive,2004,2010,2002
2421,Frank,Williams,1980-02-25,Illinois,USA,6-3,212,4,30,Inactive,2002,2004,2002
2423,Chris,Jefferies,1980-02-13,Fresno State,USA,6-8,230,3,6,Inactive,2002,2003,2002
2424,Dan,Dickau,1978-09-16,Gonzaga,USA,6-0,180,7,10,Inactive,2002,2007,2002
2425,Robert,Archibald,1980-03-29,Illinois,Scotland,6-11,250,3,34,Inactive,2002,2003,2002
2428,Vincent,Yarbrough,1981-03-21,Tennessee,USA,6-7,210,2,3,Inactive,2002,2002,2002
2429,Dan,Gadzuric,1978-02-02,UCLA,Netherlands,6-11,240,11,50,Inactive,2002,2011,2002
2430,Carlos,Boozer,1981-11-20,Duke,USA,6-9,258,13,5,Inactive,2002,2014,2002
2432,Tito,Maddox,1981-06-08,Fresno State,USA,6-4,190,2,6,Inactive,2002,2002,2002
2435,Mario,Kasun,1980-04-05,Skyliners Frankfurt,Croatia,7-1,260,2,41,Inactive,2004,2005,2002
2436,Flip,Murray,1979-07-29,Shaw,USA,6-3,200,9,6,Inactive,2002,2009,2002
2437,Lonny,Baxter,1979-01-27,Maryland,USA,6-8,260,4,35,Inactive,2002,2005,2002
2440,Matt,Barnes,1980-03-09,UCLA,USA,6-7,226,15,22,Inactive,2002,2016,2002
2441,Jamal,Sampson,1983-05-15,California,USA,6-11,235,6,7,Inactive,2002,2006,2002
2442,Chris,Owens,1979-03-01,Texas-Austin,USA,6-7,245,2,20,Inactive,2002,2002,2002
2443,Darius,Songaila,1978-02-14,Wake Forest,Lithuania,6-9,248,9,25,Inactive,2003,2010,2002
2452,J.R.,Bremer,1980-09-19,St. Bonaventure,USA,6-2,185,3,9,Inactive,2002,2003,0
2454,Junior,Harrington,1980-10-02,Wingate,USA,6-4,190,4,10,Inactive,2002,2006,0
2456,Cezary,Trybanski,1979-09-22,Znicz Pruszkow,Poland,7-2,240,3,14,Inactive,2002,2003,0
2462,Guy,Rucker,1977-07-27,Iowa,USA,6-9,270,2,4,Inactive,2002,2002,1999
2466,Maurice,Carter,1976-10-12,Louisiana State,USA,6-5,210,2,5,Inactive,2002,2003,0
2469,Pat,Burke,1973-12-14,Auburn,Ireland,6-11,250,4,11,Inactive,2002,2006,0
2470,Smush,Parker,1981-06-01,Fordham,USA,6-4,190,6,1,Inactive,2002,2007,0
2484,Devin,Brown,1978-12-30,Texas-San Antonio,USA,6-5,210,9,32,Inactive,2002,2009,0
2492,Adam,Harrington,1980-07-05,Auburn,USA,6-5,200,2,21,Inactive,2002,2002,0
2501,Reggie,Evans,1980-05-18,Iowa,USA,6-8,245,13,30,Inactive,2002,2014,0
2544,LeBron,James,1984-12-30,St. Vincent-St. Mary HS (OH),USA,6-9,250,20,6,Active,2003,2023,2003
2546,Carmelo,Anthony,1984-05-29,Syracuse,USA,6-7,238,20,7,Inactive,2003,2021,2003
2547,Chris,Bosh,1984-03-24,Georgia Tech,USA,6-11,235,14,1,Inactive,2003,2016,2003
2549,Chris,Kaman,1982-04-28,Central Michigan,USA,7-0,265,14,35,Inactive,2003,2015,2003
2550,Kirk,Hinrich,1981-01-02,Kansas,USA,6-4,190,14,12,Inactive,2003,2015,2003
2552,Michael,Sweetney,1982-10-25,Georgetown,USA,6-8,270,5,50,Inactive,2003,2006,2003
2553,Jarvis,Hayes,1981-08-09,Georgia,USA,6-8,228,8,22,Inactive,2003,2009,2003
2554,Mickael,Pietrus,1982-02-07,Pau Orthez,France,6-6,215,11,20,Inactive,2003,2012,2003
2555,Nick,Collison,1980-10-26,Kansas,USA,6-10,255,15,4,Inactive,2003,2017,2003
2556,Marcus,Banks,1981-11-19,UNLV,USA,6-2,205,9,15,Inactive,2003,2010,2003
2557,Luke,Ridnour,1981-02-13,Oregon,USA,6-2,175,12,13,Inactive,2003,2014,2003
2559,Troy,Bell,1980-11-10,Boston College,USA,6-1,180,2,3,Inactive,2003,2003,2003
2560,Zarko,Cabarkapa,1981-05-21,Buducnost,Serbia,6-11,230,4,11,Inactive,2003,2006,2003
2561,David,West,1980-08-29,Xavier,USA,6-9,250,16,3,Inactive,2003,2017,2003
2563,Dahntay,Jones,1980-12-27,Duke,USA,6-6,225,14,30,Inactive,2003,2016,2003
2564,Boris,Diaw,1982-04-16,Pau Orthez,France,6-8,250,15,33,Inactive,2003,2016,2003
2568,Carlos,Delfino,1982-08-29,Fortitudo Bologna,Argentina,6-6,230,9,10,Inactive,2004,2013,2003
2569,Ndudi,Ebi,1984-06-18,Westbury Christian HS (TX),USA,6-9,195,3,44,Inactive,2003,2004,2003
2570,Kendrick,Perkins,1984-11-10,Clifton J. Ozen HS (TX),USA,6-10,270,14,21,Inactive,2003,2017,2003
2573,Maciej,Lampe,1985-02-05,Real Madrid,Poland,6-11,275,3,15,Inactive,2003,2005,2003
2575,Luke,Walton,1980-03-28,Arizona,USA,6-8,235,11,4,Inactive,2003,2012,2003
2580,Travis,Hansen,1978-04-15,Brigham Young,USA,6-6,205,2,6,Inactive,2003,2003,2003
2581,Steve,Blake,1980-02-26,Maryland,USA,6-3,172,14,22,Inactive,2003,2015,2003
2584,Willie,Green,1981-07-28,Detroit,USA,6-3,205,12,34,Inactive,2003,2014,2003
2585,Zaza,Pachulia,1984-02-10,Ulkerspor,Georgia,6-11,270,17,27,Inactive,2003,2018,2003
2586,Keith,Bogans,1980-05-12,Kentucky,USA,6-5,215,11,4,Inactive,2003,2013,2003
2588,Matt,Bonner,1980-04-05,Florida,USA,6-10,235,13,15,Inactive,2004,2015,2003
2590,Mo,Williams,1982-12-19,Alabama,USA,6-1,198,14,52,Inactive,2003,2015,2003
2592,James,Jones,1980-10-04,Miami,USA,6-8,218,15,1,Inactive,2003,2016,2003
2602,Jerome,Beasley,1980-05-17,North Dakota,USA,6-9,237,2,24,Inactive,2003,2003,2003
2617,Udonis,Haslem,1980-06-09,Florida,USA,6-7,235,20,40,Active,2003,2023,0
2669,Linton,Johnson,1980-06-13,Tulane,USA,6-8,205,7,54,Inactive,2003,2008,0
2693,Keith,McLeod,1979-11-05,Bowling Green,USA,6-2,190,5,20,Inactive,2003,2006,0
2694,Josh,Powell,1983-01-25,North Carolina State,USA,6-9,240,8,21,Inactive,2005,2013,0
2696,Lynn,Greer,1979-10-23,Temple,USA,6-2,175,2,3,Inactive,2006,2006,0
2724,Desmond,Ferguson,1977-07-22,Detroit,USA,6-7,210,2,5,Inactive,2003,2003,0
2730,Dwight,Howard,1985-12-08,,USA,6-10,265,19,39,Inactive,2004,2021,2004
2731,Emeka,Okafor,1982-09-28,Connecticut,USA,6-10,255,11,50,Inactive,2004,2017,2004
2732,Ben,Gordon,1983-04-04,Connecticut,USA,6-3,205,12,7,Inactive,2004,2014,2004
2733,Shaun,Livingston,1985-09-11,No College,USA,6-7,192,16,34,Inactive,2004,2018,2004
2734,Devin,Harris,1983-02-27,Wisconsin,USA,6-3,185,16,34,Inactive,2004,2018,2004
2736,Luol,Deng,1985-04-16,Duke,United Kingdom,6-9,237,16,9,Inactive,2004,2018,2004
2737,Rafael,Araujo,1980-08-12,Brigham Young,Brazil,6-11,270,4,55,Inactive,2004,2006,2004
2741,Robert,Swift,1985-12-03,Bakersfield HS (CA),USA,7-1,270,5,31,Inactive,2004,2008,2004
2743,Kris,Humphries,1985-02-06,Minnesota,USA,6-9,235,14,43,Inactive,2004,2016,2004
2744,Al,Jefferson,1985-01-04,Prentiss HS (MS),USA,6-10,280,14,25,Inactive,2004,2017,2004
2745,Kirk,Snyder,1983-06-05,Nevada-Reno,USA,6-6,225,5,30,Inactive,2004,2007,2004
2747,JR,Smith,1985-09-09,No College,USA,6-6,220,17,21,Inactive,2004,2019,2004
2749,Jameer,Nelson,1982-02-09,St. Joseph's (PA),USA,6-0,190,15,41,Inactive,2004,2017,2004
2753,Delonte,West,1983-07-26,St. Joseph's (PA),USA,6-3,180,9,13,Inactive,2004,2011,2004
2755,Kevin,Martin,1983-02-01,Western Carolina,USA,6-7,199,13,23,Inactive,2004,2015,2004
2756,Sasha,Vujacic,1984-03-08,Udine,Slovenia,6-7,195,11,18,Inactive,2004,2016,2004
2757,Beno,Udrih,1982-07-05,Olimpia Milano,Slovenia,6-3,205,14,19,Inactive,2004,2016,2004
2758,David,Harrison,1982-08-15,Colorado,USA,7-0,280,5,13,Inactive,2004,2007,2004
2763,Lionel,Chalmers,1980-11-10,Xavier,USA,6-0,180,2,0,Inactive,2004,2004,2004
2764,Donta,Smith,1983-11-27,Southeastern Illinois,USA,6-7,215,2,15,Inactive,2004,2005,2004
2766,Antonio,Burks,1980-02-25,Memphis,USA,6-0,195,2,1,Inactive,2004,2005,2004
2768,Chris,Duhon,1982-08-31,Duke,USA,6-1,190,10,21,Inactive,2004,2012,2004
2774,Bernard,Robinson,1980-12-26,Michigan,USA,6-6,210,4,22,Inactive,2004,2006,2004
2776,Pape,Sow,1981-11-22,California State-Fullerton,Senegal,6-10,250,4,9,Inactive,2004,2006,2004
2779,Vassilis,Spanoulis,1982-08-02,Panathinaikos,Greece,6-4,195,1,10,Inactive,2006,2006,2004
2784,Luis,Flores,1981-04-11,Manhattan,USA,6-2,195,2,12,Inactive,2004,2004,2004
2788,DJ,Mbenga,1980-12-30,Spirou Charleroi,Belgium,7-0,255,8,28,Inactive,2004,2010,0
2798,Horace,Jenkins,1974-10-14,William Paterson,USA,6-1,180,2,5,Inactive,2004,2004,0
2823,John,Edwards,1981-07-31,Kent State,USA,7-0,275,3,54,Inactive,2004,2005,0
2852,Awvee,Storey,1977-04-18,Arizona State,USA,6-6,225,4,20,Inactive,2004,2007,0
2853,Earl,Barron,1981-08-14,Memphis,USA,7-0,250,9,30,Inactive,2005,2014,0
2866,Jackie,Butler,1985-03-10,Coastal Christian Academy (VA),USA,6-10,260,4,45,Inactive,2004,2006,0
2867,Kasib,Powell,1981-03-18,Texas Tech,USA,6-7,215,2,12,Inactive,2007,2007,0
2873,Billy,Thomas,1975-12-23,Kansas,USA,6-5,220,4,12,Inactive,2004,2007,0
2891,Mark,Jones,1975-05-25,St. Bonaventure,USA,6-6,215,1,7,Inactive,1983,2004,1983
101106,Andrew,Bogut,1984-11-28,Utah,Australia,7-0,260,15,12,Inactive,2005,2018,2005
101107,Marvin,Williams,1986-06-19,North Carolina,USA,6-8,237,16,20,Inactive,2005,2019,2005
101108,Chris,Paul,1985-05-06,Wake Forest,USA,6-0,175,18,3,Active,2005,2023,2005
101109,Raymond,Felton,1984-06-26,North Carolina,USA,6-1,205,15,2,Inactive,2005,2018,2005
101110,Martell,Webster,1986-12-04,Seattle Preparatory HS (WA),USA,6-7,230,11,9,Inactive,2005,2014,2005
101111,Charlie,Villanueva,1984-08-24,Connecticut,USA,6-11,232,12,3,Inactive,2005,2015,2005
101112,Channing,Frye,1983-05-17,Arizona,USA,7-0,255,14,9,Inactive,2005,2018,2005
101114,Deron,Williams,1984-06-26,Illinois,USA,6-3,200,13,31,Inactive,2005,2016,2005
101115,Andrew,Bynum,1987-10-27,St. Joseph HS (NJ),USA,7-0,285,8,17,Inactive,2005,2013,2005
101117,Yaroslav,Korolev,1987-05-07,CSKA Moscow,Russia,6-9,203,3,8,Inactive,2005,2006,2005
101118,Sean,May,1984-04-04,North Carolina,USA,6-9,266,5,42,Inactive,2005,2009,2005
101119,Rashad,McCants,1984-09-25,North Carolina,USA,6-4,215,5,7,Inactive,2005,2008,2005
101121,Joey,Graham,1982-06-11,Oklahoma State,USA,6-7,230,7,12,Inactive,2005,2010,2005
101122,Danny,Granger,1983-04-20,New Mexico,USA,6-9,222,11,22,Inactive,2005,2014,2005
101123,Gerald,Green,1986-01-26,No College,USA,6-7,205,13,14,Inactive,2005,2018,2005
101127,Jarrett,Jack,1983-10-28,Georgia Tech,USA,6-3,200,14,55,Inactive,2005,2017,2005
101130,Johan,Petro,1986-01-27,Pau Orthez,France,7-0,247,9,10,Inactive,2005,2012,2005
101131,Jason,Maxiell,1983-02-18,Cincinnati,USA,6-7,260,10,54,Inactive,2005,2014,2005
101132,Linas,Kleiza,1985-01-03,Missouri,Lithuania,6-8,234,8,11,Inactive,2005,2012,2005
101133,Ian,Mahinmi,1986-11-05,,France,6-11,262,13,28,Inactive,2007,2019,2005
101134,Wayne,Simien,1983-03-09,Kansas,USA,6-9,250,3,25,Inactive,2005,2006,2005
101135,David,Lee,1983-04-29,Florida,USA,6-9,245,13,10,Inactive,2005,2016,2005
101137,Daniel,Ewing,1983-03-26,Duke,USA,6-3,185,2,3,Inactive,2005,2006,2005
101138,Brandon,Bass,1985-04-30,Louisiana State,USA,6-8,250,13,30,Inactive,2005,2016,2005
101141,Ersan,Ilyasova,1987-05-15,FC Barcelona,Turkey,6-9,235,14,77,Inactive,2006,2020,2005
101143,Travis,Diener,1982-03-01,Marquette,USA,6-1,175,6,27,Inactive,2005,2009,2005
101145,Monta,Ellis,1985-10-26,No College,USA,6-3,185,13,11,Inactive,2005,2016,2005
101147,Chris,Taft,1985-03-10,Pittsburgh,USA,6-10,261,2,21,Inactive,2005,2005,2005
101148,Mile,Ilic,1984-06-02,FMP,Serbia,7-1,255,2,9,Inactive,2006,2006,2005
101149,Martynas,Andriuskevicius,1986-03-12,Zalgiris,Lithuania,7-2,240,2,15,Inactive,2005,2006,2005
101150,Lou,Williams,1986-10-27,South Gwinnett HS (GA),USA,6-2,175,18,6,Inactive,2005,2021,2005
101152,Bracey,Wright,1984-07-01,Indiana,USA,6-3,201,2,6,Inactive,2005,2006,2005
101153,Mickael,Gelabale,1983-05-22,Real Madrid,France,6-7,215,4,15,Inactive,2006,2012,2005
101154,Andray,Blatche,1986-08-22,South Kent HS (CT),USA,6-11,260,9,0,Inactive,2005,2013,2005
101160,Lawrence,Roberts,1982-10-20,Mississippi State,USA,6-9,240,3,44,Inactive,2005,2006,2005
101161,Amir,Johnson,1987-05-01,No College,USA,6-9,240,15,5,Inactive,2005,2018,2005
101165,Alex,Acker,1983-01-21,Pepperdine,USA,6-5,185,3,3,Inactive,2005,2008,2005
101166,Uros,Slokar,1983-05-14,Benetton Treviso,Slovenia,6-10,238,2,10,Inactive,2006,2006,2005
101178,Arvydas,Macijauskas,1980-01-19,Tau Ceramica,Lithuania,6-4,214,1,6,Inactive,2005,2005,0
101179,Ronnie,Price,1983-06-21,Utah Valley,USA,6-2,190,13,14,Inactive,2005,2016,0
101181,Jose,Calderon,1981-09-28,Tau Ceramica,Spain,6-3,200,15,81,Inactive,2005,2018,0
101182,Donell,Taylor,1982-07-26,Alabama-Birmingham,USA,6-5,193,3,21,Inactive,2005,2006,0
101185,Rawle,Marshall,1982-02-20,Oakland,USA,6-7,190,3,2,Inactive,2005,2006,0
101187,Alan,Anderson,1982-10-16,Michigan State,USA,6-6,220,9,9,Inactive,2005,2016,0
101188,Eddie,Basden,1983-02-15,North Carolina-Charlotte,USA,6-5,215,2,13,Inactive,2005,2005,0
101189,James,Singleton,1981-07-20,Murray State,USA,6-8,230,6,3,Inactive,2005,2011,0
101198,Will,Bynum,1983-01-04,Georgia Tech,USA,6-0,185,9,1,Inactive,2005,2014,0
101204,Dwayne,Jones,1983-06-09,St. Joseph's (PA),USA,6-11,248,7,27,Inactive,2005,2012,0
101207,Kevin,Burleson,1979-04-09,Minnesota,USA,6-3,205,2,12,Inactive,2005,2005,0
101219,Anthony,Grundy,1979-04-15,North Carolina State,USA,6-3,185,1,16,Inactive,2005,2005,0
101230,Noel,Felix,1981-10-04,Fresno State,USA,6-9,225,2,16,Inactive,2005,2005,0
101235,Kelenna,Azubuike,1983-12-16,Kentucky,United Kingdom,6-5,215,5,4,Inactive,2006,2011,0
101261,Andre,Owens,1980-10-31,Houston,USA,6-4,200,3,20,Inactive,2005,2007,0
200081,Jamario,Moon,1980-06-13,Meridian CC,USA,6-8,205,6,9,Inactive,2007,2011,0
200746,LaMarcus,Aldridge,1985-07-19,University of Texas at Austin,USA,6-11,250,17,21,Inactive,2006,2021,2006
200747,Adam,Morrison,1984-07-19,Gonzaga,USA,6-8,205,4,6,Inactive,2006,2009,2006
200750,Brandon,Roy,1984-07-23,Washington,USA,6-6,211,6,3,Inactive,2006,2012,2006
200751,Randy,Foye,1983-09-24,Villanova,USA,6-4,218,12,2,Inactive,2006,2016,2006
200752,Rudy,Gay,1986-08-17,Connecticut,USA,6-8,250,17,22,Active,2006,2023,2006
200753,Patrick,O'Bryant,1986-06-20,Bradley,USA,7-0,250,5,13,Inactive,2006,2009,2006
200756,Hilton,Armstrong,1984-11-23,Connecticut,USA,6-11,235,6,57,Inactive,2006,2013,2006
200758,Ronnie,Brewer,1985-03-20,Arkansas,USA,6-7,235,8,11,Inactive,2006,2013,2006
200759,Cedric,Simmons,1986-01-03,North Carolina State,USA,6-9,235,4,15,Inactive,2006,2008,2006
200761,Shawne,Williams,1986-02-16,Memphis,USA,6-10,230,8,3,Inactive,2006,2014,2006
200763,Quincy,Douby,1984-05-16,Rutgers,USA,6-3,175,4,5,Inactive,2006,2008,2006
200765,Rajon,Rondo,1986-02-22,Kentucky,USA,6-1,180,17,1,Inactive,2006,2021,2006
200766,Marcus,Williams,1985-12-03,Connecticut,USA,6-3,205,5,5,Inactive,2006,2009,2006
200767,Josh,Boone,1984-11-21,Connecticut,USA,6-10,240,5,2,Inactive,2006,2009,2006
200768,Kyle,Lowry,1986-03-25,Villanova,USA,6-0,196,17,7,Active,2006,2023,2006
200771,Sergio,Rodriguez,1986-06-12,Estudiantes,Spain,6-3,176,6,14,Inactive,2006,2016,2006
200776,Mardy,Collins,1984-08-04,Temple,USA,6-6,220,5,25,Inactive,2006,2009,2006
200777,Joel,Freeland,1987-02-07,Malaga,United Kingdom,6-10,225,3,19,Inactive,2012,2014,2006
200778,James,White,1982-10-21,Cincinnati,USA,6-7,215,4,4,Inactive,2006,2012,2006
